Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Gender,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,Target
5,1,1,2,5,3,1,38,6,9,5,16,0,6,11,4,16.5,0.79,Enrolled
17,1,22,27,10,10,1,31,5,8,1,11,0,5,5,1,13,-3.12,Need Additional Support
12,1,1,27,10,10,1,27,7,7,7,14.08571429,0,7,7,7,14.08571429,0.32,Enrolled
10,1,1,3,10,3,1,21,6,9,6,10.16666667,0,6,10,6,10.5,-1.7,Graduate
7,1,22,27,10,10,1,34,5,8,1,10,0,5,9,0,0,3.51,Need Additional Support
7,1,2,27,3,10,1,19,5,10,0,0,0,5,7,1,10,0.32,Enrolled
17,1,22,27,2,5,1,40,5,10,2,10.5,0,5,5,3,10.66666667,-3.12,Need Additional Support
2,1,23,14,10,3,1,18,0,0,0,0,0,0,0,0,0,-1.7,Graduate
5,9,22,28,6,11,1,46,6,6,0,0,0,6,6,0,0,-4.06,Need Additional Support
3,1,19,24,1,1,1,37,6,12,0,0,0,5,10,0,0,0.32,Need Additional Support
4,1,13,27,10,8,1,31,6,8,0,0,0,6,10,0,0,-0.92,Need Additional Support
4,1,1,14,5,11,1,34,6,15,5,13.33333333,0,6,15,5,12.4,1.79,Graduate
2,1,8,8,5,5,1,18,0,0,0,0,0,0,0,0,0,-3.12,Need Additional Support
14,1,23,27,10,10,1,18,6,7,6,13.57142857,0,6,6,6,14.33333333,1.79,Graduate
5,1,1,1,4,4,1,19,6,6,6,12.83333333,0,6,7,6,11.16666667,2.02,Graduate
17,1,22,14,10,5,1,40,5,6,4,10.25,3,8,18,5,11.2,-4.06,Need Additional Support
8,1,1,28,10,10,1,25,6,6,0,0,0,6,6,0,0,1.79,Need Additional Support
7,1,23,28,6,10,1,20,5,5,4,14.5,0,6,8,3,13.33333333,2.02,Need Additional Support
7,1,13,14,10,10,1,20,5,6,5,15.8,0,5,8,5,13.71428571,2.02,Enrolled
4,1,22,27,10,11,1,43,6,0,0,0,0,6,0,0,0,-4.06,Need Additional Support
7,1,22,14,10,5,1,18,5,8,4,12.5,0,5,7,3,14.66666667,0.32,Enrolled
4,1,2,4,5,2,1,35,18,22,18,11.66666667,12,13,13,12,11.5,-4.06,Graduate
17,1,22,14,10,5,1,23,5,6,4,13,0,5,5,5,13,0.32,Graduate
12,1,3,3,3,3,1,19,7,8,7,12.12142857,0,9,12,8,11.50625,1.79,Graduate
6,16,1,14,4,9,1,21,11,15,9,14.22222222,4,9,15,7,13.75,3.51,Graduate
14,1,3,14,5,9,1,19,6,17,4,12.5,0,6,8,4,13.25,0.79,Enrolled
7,1,1,1,5,4,1,20,5,7,5,12.16666667,0,5,7,5,15.28571429,1.79,Graduate
14,1,13,14,4,4,1,30,6,0,0,0,0,6,0,0,0,1.79,Need Additional Support
11,1,22,14,10,10,1,44,6,6,6,12.66666667,0,6,6,6,11.5,1.79,Graduate
12,1,13,3,5,10,1,19,8,8,7,13.61428571,0,8,8,7,13.61428571,-1.7,Graduate
8,14,2,1,4,7,1,22,18,32,12,12.85714286,8,12,15,10,14.3,-0.92,Graduate
8,1,3,3,2,3,1,18,5,7,4,14,0,5,5,5,14.2,0.32,Graduate
14,1,22,27,10,10,1,21,6,8,4,14.75,0,6,6,5,11.8,-1.7,Graduate
6,1,22,14,12,12,1,18,6,0,0,0,0,6,0,0,0,0.32,Need Additional Support
14,1,3,1,3,4,1,18,6,8,6,13.625,0,6,7,6,14.28571429,2.02,Graduate
2,1,1,1,5,4,1,19,0,0,0,0,0,0,0,0,0,0.32,Graduate
4,14,1,28,7,7,1,21,6,12,4,11.8,0,6,11,4,11.875,-0.92,Need Additional Support
4,1,3,3,3,3,1,31,6,8,6,15.125,0,6,10,6,14.6,-0.92,Graduate
11,1,1,1,3,4,1,21,6,10,4,11.5,0,6,10,2,10.5,-3.12,Need Additional Support
7,1,13,14,10,8,1,24,5,12,1,10,0,5,11,1,11,3.51,Enrolled
15,1,13,6,5,4,1,27,4,8,0,0,0,5,10,0,0,-3.12,Need Additional Support
9,1,13,14,10,10,1,20,5,9,3,10.33333333,0,5,6,5,12.8,1.79,Graduate
7,14,1,14,5,6,1,22,5,9,0,0,0,5,6,2,11.66666667,1.74,Enrolled
4,1,13,14,10,10,1,19,6,9,4,12,0,6,10,4,12.5,-4.06,Enrolled
15,1,1,1,5,8,1,19,6,6,6,13.83333333,0,6,6,6,14.5,3.51,Graduate
2,1,1,1,8,5,1,23,17,19,13,12.15384615,10,17,28,11,11.90909091,2.02,Enrolled
8,1,10,10,3,9,1,18,6,7,6,14,0,6,8,6,13.66666667,1.79,Graduate
15,1,3,2,5,7,1,29,6,8,6,16.5,0,6,6,5,13.8,2.02,Enrolled
8,1,1,14,5,6,1,29,5,11,1,18,0,5,10,3,13.33333333,1.74,Need Additional Support
4,1,1,1,5,6,1,20,6,11,6,11.28571429,0,6,12,5,11.77777778,-0.92,Enrolled
2,1,13,3,10,3,1,19,0,0,0,0,0,0,0,0,0,-3.12,Graduate
2,1,3,29,3,6,1,22,0,0,0,0,0,0,0,0,0,1.74,Enrolled
14,1,3,1,4,6,1,20,6,10,5,14,0,6,10,6,12,2.02,Enrolled
8,1,13,14,10,6,1,24,5,13,4,13.75,0,5,9,3,12,-3.12,Enrolled
14,1,22,27,6,9,1,21,6,9,4,13.25,0,6,6,5,11,-1.7,Need Additional Support
9,1,22,1,8,4,1,25,5,7,4,14.25,0,5,7,4,14.75,-1.7,Graduate
9,1,22,27,10,10,1,32,5,9,0,0,0,5,5,0,0,-3.12,Need Additional Support
17,1,3,4,3,3,1,26,12,12,8,11.25,3,8,8,3,11.33333333,0.32,Need Additional Support
8,1,2,27,10,8,1,18,6,7,6,13.5,0,6,8,6,12.5,1.79,Graduate
11,1,1,14,5,8,1,19,6,8,5,12.66666667,0,6,10,6,12.85714286,-0.92,Graduate
5,1,13,28,6,8,1,19,6,6,6,15.16666667,0,6,6,6,12.33333333,1.79,Graduate
7,15,1,1,5,5,1,27,6,6,6,13.16666667,2,5,7,5,15.14285714,2.02,Need Additional Support
4,1,13,1,10,10,1,21,12,20,10,11.8,5,12,15,9,11.44444444,3.51,Enrolled
7,1,13,1,5,6,1,20,5,10,4,11.5,0,5,11,0,0,0.79,Enrolled
5,14,13,28,5,1,1,21,6,6,6,14.5,0,6,8,6,11.33333333,1.79,Graduate
15,1,22,3,6,3,1,22,6,10,5,13.4,0,6,12,3,10.66666667,-3.12,Enrolled
2,1,1,28,6,8,1,19,0,0,0,0,0,0,0,0,0,-1.7,Graduate
9,1,23,14,6,6,1,18,5,8,4,10.8,0,5,10,2,12.5,2.02,Need Additional Support
10,1,13,1,6,6,1,28,5,6,0,0,0,5,5,0,0,0.79,Need Additional Support
4,1,1,27,10,2,1,25,10,23,6,11.42857143,2,7,15,4,12,-4.06,Need Additional Support
4,1,22,1,6,5,1,25,14,24,8,12.5,6,13,23,10,11.6,-4.06,Need Additional Support
9,1,23,14,10,6,1,18,5,11,2,13.5,0,5,11,3,12.33333333,3.51,Enrolled
11,1,4,14,5,6,1,26,6,6,0,0,0,6,12,0,0,1.74,Need Additional Support
9,1,22,27,7,6,1,18,5,8,5,12.75,0,5,7,5,11.5,0.79,Graduate
15,1,13,28,10,8,1,22,6,17,3,11.33333333,0,6,14,3,12.33333333,-4.06,Enrolled
4,1,1,3,5,6,1,25,6,8,0,0,0,6,10,0,0,-0.92,Need Additional Support
15,1,3,1,5,5,1,19,6,9,5,11.4,0,6,13,5,12.4,3.51,Enrolled
15,1,3,14,3,4,1,19,6,7,6,14.42857143,0,6,7,6,14.57142857,0.79,Graduate
12,1,1,1,6,6,1,19,7,9,7,12.49285714,0,8,10,8,11.7125,-0.92,Graduate
3,12,1,27,10,2,1,45,8,10,4,11.5,2,8,13,4,11,1.74,Need Additional Support
17,1,22,27,10,10,1,52,5,7,5,11.2,0,5,6,5,12.8,0.32,Graduate
9,1,13,14,10,4,1,20,5,9,3,12,0,5,7,3,11,-3.12,Need Additional Support
12,1,23,27,6,11,1,19,8,8,7,15.88571429,0,8,8,7,15.88571429,1.74,Graduate
12,1,1,28,10,10,1,21,7,12,4,12.94,0,7,12,4,11.58,1.79,Need Additional Support
3,1,22,27,10,10,1,35,6,6,6,14,0,6,6,6,14.16666667,-3.12,Graduate
2,9,22,27,8,8,1,36,0,0,0,0,0,0,0,0,0,0.32,Graduate
12,12,22,28,6,6,1,47,7,7,0,0,0,8,8,0,0,-4.06,Need Additional Support
17,1,28,30,3,3,1,22,5,0,0,0,0,5,0,0,0,3.51,Need Additional Support
17,1,22,27,10,10,1,41,5,8,4,11.25,0,5,8,3,11,0.32,Need Additional Support
7,3,19,24,12,12,1,26,5,5,0,0,0,5,6,0,0,1.74,Need Additional Support
3,1,19,24,12,12,0,51,6,13,4,11.25,0,6,12,0,0,1.74,Need Additional Support
17,1,22,27,10,10,0,43,5,11,3,10.66666667,1,5,10,4,12.5,-3.12,Enrolled
3,1,19,24,1,1,0,41,6,9,5,11.8,1,6,10,3,10.66666667,0.32,Graduate
9,1,19,27,10,10,1,23,10,19,8,11.625,4,10,16,10,11.18181818,0.32,Graduate
10,1,19,21,1,6,1,22,6,11,0,0,0,5,10,0,0,-3.12,Need Additional Support
5,1,22,27,10,10,1,25,6,8,4,10.25,0,6,6,4,11.25,-1.7,Need Additional Support
17,1,22,27,10,10,1,25,15,16,15,10.8,13,14,14,14,11.35714286,-3.12,Graduate
2,16,1,14,10,10,1,22,12,15,11,12.54545455,4,11,16,11,12.66666667,3.51,Graduate
4,1,1,1,30,29,1,24,7,7,7,13.57142857,0,6,9,5,13.4,3.51,Enrolled
6,2,23,28,10,11,1,47,6,0,0,0,0,6,0,0,0,-0.92,Need Additional Support
17,12,22,27,6,6,1,41,5,5,0,0,0,5,5,0,0,0.32,Need Additional Support
4,1,22,27,10,10,1,43,6,9,6,14.77777778,0,6,11,5,12.2,0.79,Graduate
4,1,1,27,10,9,1,29,3,4,0,0,0,4,8,0,0,-0.92,Need Additional Support
7,1,22,27,6,6,1,30,2,2,0,0,0,2,2,0,0,0.32,Need Additional Support
9,13,13,28,10,10,1,26,4,4,0,0,0,5,0,0,0,-1.7,Need Additional Support
17,1,13,28,10,10,1,27,5,10,0,0,0,5,5,0,0,-4.06,Need Additional Support
14,1,22,27,10,10,1,36,5,5,5,11.4,0,5,7,5,11.6,-3.12,Graduate
4,12,1,14,5,11,1,29,9,13,6,11.66666667,2,7,10,6,10.85714286,-4.06,Need Additional Support
7,1,19,24,1,1,1,35,10,12,7,11.28571429,2,8,8,5,13,-3.12,Need Additional Support
15,1,23,28,7,4,1,18,6,12,4,11.5,0,6,10,5,12.6,1.74,Graduate
17,1,23,27,10,10,1,24,5,5,5,16,0,5,5,5,16,3.51,Graduate
15,1,23,28,10,8,1,18,6,6,6,12.5,0,6,7,6,12.66666667,1.74,Need Additional Support
7,1,23,27,6,8,1,18,5,7,4,12,0,5,10,3,13,0.32,Enrolled
6,1,22,27,10,8,1,21,5,11,0,0,0,5,11,3,11.66666667,-3.12,Enrolled
7,1,23,27,6,9,1,21,5,10,5,13,0,5,10,5,12.6,-3.12,Graduate
4,1,1,3,3,7,1,32,18,27,13,13.71428571,7,12,18,12,12.08333333,-4.06,Graduate
7,1,22,27,10,6,1,22,5,9,3,12.33333333,0,6,14,3,12.5,2.02,Need Additional Support
4,3,1,28,10,8,1,32,17,31,11,12.72727273,10,12,24,10,12.7,-4.06,Need Additional Support
14,6,19,24,1,1,1,35,5,5,1,14,0,5,5,0,0,-3.12,Need Additional Support
9,1,1,28,5,8,1,23,5,0,0,0,0,5,0,0,0,3.51,Need Additional Support
3,1,22,27,7,7,1,39,6,8,5,11.4,1,6,12,3,11,0.32,Enrolled
14,1,19,24,1,1,1,35,5,5,0,0,0,5,5,1,10,-3.12,Need Additional Support
4,3,3,14,5,7,1,32,6,8,6,18.875,6,12,14,12,17.69230769,-0.92,Graduate
16,1,19,24,1,1,1,20,6,12,0,0,0,6,12,0,0,0.32,Need Additional Support
12,1,22,27,10,10,1,34,7,15,6,11.33333333,0,7,16,4,12.6,-0.92,Enrolled
17,15,22,27,7,7,1,44,7,9,7,13.5,0,5,6,5,16.2,3.51,Need Additional Support
11,12,22,14,10,11,1,53,11,12,2,15,4,9,10,3,10,-0.92,Graduate
7,12,22,27,10,5,1,28,5,10,0,0,0,5,7,0,0,1.79,Need Additional Support
17,3,22,27,10,10,1,31,9,9,9,14.22222222,5,5,5,5,12.8,-1.7,Need Additional Support
2,1,1,28,6,10,1,18,0,0,0,0,0,0,0,0,0,-3.12,Enrolled
4,1,1,3,10,11,1,44,7,14,4,12,0,6,16,0,0,-4.06,Need Additional Support
6,1,1,1,10,10,1,19,5,9,5,12.6,0,5,8,4,12,-1.7,Graduate
2,1,1,1,3,10,1,21,12,12,12,15.08333333,4,11,15,11,13.08333333,3.51,Enrolled
7,1,3,14,4,6,1,18,5,5,0,0,0,5,5,0,0,-3.12,Need Additional Support
4,14,13,14,6,6,1,20,6,8,6,14.5,0,6,10,6,15.3,-0.92,Graduate
5,1,22,27,8,8,1,55,6,6,6,14.5,0,6,6,6,13.5,2.02,Graduate
9,1,13,27,5,9,1,27,5,12,3,10,0,5,12,1,13,0.32,Enrolled
7,1,10,14,6,6,1,19,5,0,0,0,0,5,0,0,0,1.79,Need Additional Support
9,1,13,27,10,10,1,18,5,5,5,11.6,0,5,5,5,13.2,1.79,Graduate
15,1,22,27,8,5,1,43,6,10,4,11.75,0,6,7,0,0,-4.06,Need Additional Support
11,1,13,14,10,7,1,18,6,0,0,0,0,6,0,0,0,0.79,Need Additional Support
2,1,3,3,3,3,1,18,0,0,0,0,0,0,0,0,0,-3.12,Need Additional Support
11,1,22,28,10,10,1,20,6,7,0,0,0,6,6,0,0,3.51,Need Additional Support
17,1,22,14,10,10,1,29,5,7,4,11.25,0,5,8,4,11.8,1.74,Need Additional Support
8,12,22,27,10,11,1,44,6,9,5,11.57142857,0,6,11,0,0,0.79,Need Additional Support
7,1,22,27,10,10,1,18,5,7,4,10,0,5,8,1,16,1.74,Enrolled
4,14,22,27,10,2,1,20,6,11,5,13.83333333,0,6,13,6,12.3,-4.06,Enrolled
5,1,23,27,9,8,1,20,6,6,4,12.75,3,9,12,3,12.66666667,1.79,Need Additional Support
9,1,22,27,10,10,1,36,4,4,0,0,0,5,9,0,0,1.74,Need Additional Support
8,14,5,1,3,6,1,19,6,13,5,11.6,1,6,12,2,11,0.79,Enrolled
6,12,22,27,12,12,1,29,5,5,0,0,0,5,5,0,0,-1.7,Need Additional Support
14,1,1,1,10,10,1,18,6,6,4,11.25,0,6,10,3,10.33333333,1.74,Need Additional Support
4,1,1,1,2,7,1,24,6,0,0,0,0,6,0,0,0,0.79,Need Additional Support
15,1,3,14,3,6,1,20,6,6,6,14.33333333,0,6,7,6,15,-4.06,Graduate
3,12,13,27,10,10,1,45,6,7,0,0,0,5,5,0,0,-0.92,Need Additional Support
12,1,23,27,5,5,1,28,23,23,20,13.5,18,23,23,20,13.5,0.32,Graduate
11,1,13,28,10,10,1,23,6,8,6,12.66666667,0,6,10,5,12.2,0.32,Enrolled
12,1,1,14,5,8,1,18,7,7,7,12.44428571,0,8,11,7,11.34714286,1.79,Graduate
9,1,13,14,10,5,1,23,5,7,3,10.66666667,0,5,7,3,11.33333333,-3.12,Need Additional Support
2,1,3,3,3,3,1,22,0,0,0,0,0,0,0,0,0,0.32,Enrolled
5,1,13,14,6,6,1,22,6,6,6,12.66666667,1,6,6,5,12.4,1.79,Graduate
17,9,22,28,6,6,1,33,5,5,5,13.2,0,5,6,5,14.83333333,1.74,Graduate
4,16,1,28,10,7,1,21,12,20,10,12.7,5,12,14,11,12.18181818,3.51,Graduate
9,1,22,27,10,6,1,45,5,6,5,14.83333333,0,5,5,5,14.8,-4.06,Graduate
4,1,22,27,10,10,1,44,10,10,4,11.5,1,7,8,1,12,-4.06,Need Additional Support
14,1,13,14,12,13,1,42,6,0,0,0,0,6,0,0,0,-1.7,Need Additional Support
9,1,13,1,10,8,1,20,5,0,0,0,0,5,0,0,0,1.79,Need Additional Support
9,1,13,28,6,7,1,20,5,7,3,12.66666667,0,5,12,2,12.5,-3.12,Enrolled
11,1,1,28,3,9,1,20,6,7,6,14.71428571,0,6,6,6,12.5,3.51,Graduate
15,1,1,1,5,5,1,20,6,11,3,13.66666667,0,6,13,4,10.25,-3.12,Enrolled
9,1,1,1,10,7,1,19,5,9,5,10.8,0,5,13,2,13.5,3.51,Enrolled
3,1,1,1,5,5,1,26,8,13,4,10.5,5,10,16,7,10.42857143,1.79,Need Additional Support
4,1,22,27,9,8,1,31,6,10,6,15,0,6,11,5,12.5,0.79,Graduate
15,1,1,14,10,10,1,19,6,6,6,12.66666667,0,6,6,6,14,-0.92,Graduate
15,12,22,27,1,1,1,28,6,7,6,13.16666667,0,6,6,6,13.66666667,0.32,Graduate
2,1,13,27,10,10,1,20,0,0,0,0,0,0,0,0,0,1.74,Graduate
3,1,22,1,10,11,0,43,6,6,6,13,0,6,6,6,12.5,-3.12,Graduate
2,12,1,14,3,8,1,25,0,0,0,0,0,0,0,0,0,-4.06,Need Additional Support
10,12,22,27,10,10,0,40,6,13,2,10,0,6,10,1,15,-0.92,Need Additional Support
6,14,5,4,2,2,0,20,6,7,6,13.33333333,1,6,16,5,13.375,1.79,Graduate
3,9,22,27,10,2,0,46,6,13,3,12.33333333,0,6,6,6,13.33333333,2.02,Graduate
1,1,13,27,6,8,0,26,21,23,20,13.18181818,10,14,18,14,11.64285714,3.51,Graduate
12,1,3,1,6,6,0,34,7,7,6,12.51333333,0,8,9,7,13.07142857,1.79,Graduate
16,1,23,27,10,6,0,19,6,0,0,0,0,6,0,0,0,1.74,Need Additional Support
12,1,13,14,10,10,0,18,8,8,7,13.58571429,0,8,8,7,13.58571429,-1.7,Graduate
13,1,13,14,5,10,0,18,7,9,7,11.15555556,0,8,10,8,11.425,-1.7,Graduate
3,1,23,27,10,8,1,37,7,9,6,11.85714286,1,6,7,5,12,0.79,Graduate
2,1,13,28,10,8,1,23,0,0,0,0,0,0,0,0,0,-3.12,Graduate
5,1,13,28,10,8,1,26,14,14,14,14,7,13,13,13,13.61538462,-4.06,Graduate
15,1,13,28,4,6,0,18,6,8,5,12,0,6,0,0,0,1.74,Need Additional Support
12,1,3,2,14,5,0,18,7,15,4,11.575,0,7,10,5,12.42,1.79,Enrolled
12,1,3,3,3,3,0,19,7,8,7,13.19857143,0,8,8,8,13.0625,2.02,Graduate
6,1,13,1,5,10,0,18,6,10,6,13.5,0,6,12,6,12,1.79,Graduate
14,1,1,3,5,4,0,19,6,6,6,13.33333333,0,6,8,5,12.8,3.51,Need Additional Support
7,1,1,1,29,36,1,20,5,10,4,14.25,0,5,14,1,10,3.51,Enrolled
5,1,1,1,2,6,0,22,6,7,6,12.16666667,0,6,9,4,12,-3.12,Graduate
12,1,13,1,10,6,0,18,8,8,7,12.21428571,0,8,8,7,12.21428571,-1.7,Graduate
11,1,13,29,6,5,0,18,6,8,6,12.66666667,0,6,6,6,13,0.79,Graduate
15,1,23,28,6,6,0,18,6,7,6,12.28571429,0,6,6,6,13.5,3.51,Graduate
11,1,23,27,6,8,0,18,6,7,6,13,0,6,6,6,13,1.79,Graduate
11,1,4,3,8,5,0,18,6,8,6,12.14285714,0,6,6,6,11.16666667,3.51,Graduate
12,1,1,14,8,8,0,19,7,8,7,13.87571429,0,8,9,7,13.08571429,2.02,Graduate
16,1,13,1,6,6,0,20,6,0,0,0,0,6,0,0,0,-4.06,Need Additional Support
10,1,1,14,10,6,0,19,6,12,6,11.66666667,0,6,7,0,0,-4.06,Need Additional Support
6,1,3,1,5,8,0,18,6,13,6,13.15384615,0,6,12,3,11,-4.06,Graduate
5,1,1,1,10,8,0,18,6,6,6,14.5,0,6,6,6,12.83333333,1.79,Need Additional Support
12,1,13,14,8,8,0,18,7,7,7,14.44142857,0,8,8,8,13.65625,2.02,Graduate
15,1,3,28,3,7,0,18,6,6,6,15.16666667,0,6,7,6,14.28571429,1.79,Graduate
9,1,13,28,5,9,0,18,5,5,5,11.6,0,5,12,4,12.625,1.74,Graduate
15,1,1,1,5,8,0,18,6,6,6,11.66666667,0,6,6,6,12.33333333,-0.92,Graduate
4,14,22,28,10,7,0,20,6,8,6,12.625,0,6,10,6,13.2,-0.92,Graduate
10,1,23,27,4,6,0,19,6,14,3,12.66666667,0,6,7,6,11,-3.12,Graduate
8,1,2,14,3,7,0,18,6,7,6,12.83333333,0,6,8,6,13,3.51,Enrolled
10,1,23,28,9,8,0,19,6,7,6,11.85714286,0,6,8,6,13.14285714,1.79,Graduate
16,1,3,1,2,6,0,19,6,8,5,11.4,0,6,7,4,10.75,-1.7,Enrolled
8,1,3,4,4,3,0,19,5,10,5,14.85714286,0,5,7,5,15.14285714,-3.12,Enrolled
14,1,13,14,8,8,0,19,6,7,6,14.71428571,0,6,6,6,15.83333333,1.79,Graduate
14,1,27,1,3,8,0,20,6,6,6,13.5,0,6,9,5,13,3.51,Graduate
8,1,23,14,10,6,0,18,5,7,4,11.5,0,5,5,5,12.4,1.74,Graduate
9,3,1,29,5,8,0,33,5,9,2,14,0,5,5,0,0,1.79,Need Additional Support
16,1,13,14,5,6,0,19,7,8,6,12.83333333,0,6,6,0,0,0.79,Need Additional Support
13,1,1,1,10,10,0,18,7,7,7,13.42857143,0,8,8,8,14.75,-4.06,Graduate
5,1,13,1,5,4,0,19,6,0,0,0,0,6,0,0,0,3.51,Need Additional Support
4,14,23,28,7,4,0,19,6,18,3,11.66666667,0,6,14,4,11.5,-4.06,Enrolled
15,1,3,1,3,9,0,18,6,6,6,16,0,6,7,6,14.33333333,1.79,Graduate
10,1,13,14,10,6,0,20,6,6,6,13.83333333,0,6,6,6,11.83333333,1.74,Graduate
12,1,13,27,8,8,0,19,8,9,8,13.2325,0,8,9,8,13.2325,-3.12,Graduate
15,1,13,14,10,10,1,18,6,6,6,14,0,6,6,6,14.16666667,-3.12,Graduate
11,1,1,2,6,4,1,19,6,14,2,10,0,6,6,0,0,0.79,Need Additional Support
3,1,22,27,10,10,0,25,16,16,15,13.33333333,11,13,13,11,12.27272727,0.79,Graduate
5,1,3,3,5,5,0,20,6,6,6,12.5,0,6,6,6,14.33333333,-1.7,Enrolled
3,1,23,27,6,6,0,19,6,6,6,12.5,0,6,6,6,11.5,-1.7,Graduate
17,1,19,24,1,1,1,33,5,8,2,10.5,0,5,5,0,0,0.32,Need Additional Support
7,1,13,28,32,39,1,18,5,11,3,10.66666667,0,5,9,3,11.33333333,3.51,Enrolled
7,1,13,27,6,9,1,18,5,9,4,10.5,0,5,11,2,10.5,0.32,Enrolled
9,1,1,1,3,4,0,19,5,10,4,12,0,5,6,5,11.4,2.02,Graduate
2,1,3,3,3,3,0,18,0,0,0,0,0,0,0,0,0,1.79,Enrolled
9,1,23,14,20,36,0,19,5,11,5,11.5,0,5,9,2,10.66666667,0.79,Enrolled
15,1,13,1,6,11,0,18,6,6,6,14,0,6,6,6,13.5,2.02,Need Additional Support
16,1,3,14,3,8,0,18,6,7,6,13.5,0,6,8,5,12.6,0.32,Graduate
12,1,13,27,8,8,0,18,8,8,8,13.07375,0,8,8,8,13.07375,-3.12,Graduate
12,12,23,28,3,11,0,37,7,9,2,10.75,0,7,9,0,0,-0.92,Need Additional Support
10,1,23,1,3,5,0,20,6,11,1,12,0,5,10,0,0,-3.12,Enrolled
11,1,22,27,6,6,0,20,6,6,6,14,0,6,6,6,13.33333333,1.74,Graduate
10,1,13,14,10,7,1,21,6,7,6,12.33333333,0,6,7,6,13.42857143,2.02,Graduate
12,1,23,1,6,5,0,18,7,7,7,13.46428571,0,8,9,8,14.78888889,1.79,Graduate
3,1,13,1,10,9,0,26,6,14,3,10.66666667,0,6,9,5,11.2,-4.06,Enrolled
9,9,22,27,10,8,0,41,5,6,5,11.6,0,5,8,5,12.2,0.32,Enrolled
15,1,13,1,4,10,0,18,6,6,6,13.66666667,0,6,6,6,14.66666667,-0.92,Graduate
12,1,13,27,10,8,0,18,8,9,8,14.4025,0,8,9,8,14.4025,-3.12,Graduate
12,1,23,28,10,10,0,31,7,9,7,15.46875,0,8,8,8,16.3875,2.02,Graduate
10,1,1,1,5,11,0,23,6,8,6,12.625,0,6,6,6,14.16666667,-1.7,Graduate
12,1,22,14,10,10,0,19,7,7,6,14.98333333,0,7,7,6,14.98333333,0.32,Graduate
15,1,22,28,5,10,0,20,6,6,6,15,0,6,6,6,13,2.02,Graduate
3,1,22,27,8,6,0,40,9,9,9,15.88888889,3,7,7,7,14.14285714,-1.7,Graduate
6,14,22,27,10,10,0,32,6,14,4,11.5,0,6,14,3,11,-0.92,Need Additional Support
11,1,22,27,10,8,0,24,6,14,2,10.5,0,6,11,1,10,1.74,Need Additional Support
12,1,13,27,6,9,0,18,7,7,6,13.98333333,0,7,7,6,13.98333333,0.32,Graduate
10,1,22,27,10,10,0,18,6,6,6,13,0,6,6,6,12.83333333,1.74,Graduate
10,1,13,27,5,8,0,18,6,6,6,13.66666667,0,6,6,6,13,1.74,Graduate
4,1,23,28,5,8,0,27,6,8,0,0,0,6,8,0,0,-4.06,Need Additional Support
9,1,23,27,10,6,0,18,5,5,5,14.4,0,5,5,5,15.4,0.32,Graduate
17,1,13,27,10,9,0,26,5,10,4,12,0,5,9,4,11.25,-1.7,Enrolled
16,1,13,10,10,5,0,19,6,6,6,14.16666667,0,6,7,6,13.66666667,0.32,Graduate
3,1,22,24,1,1,0,19,6,8,5,12.2,0,6,7,6,12,0.32,Graduate
9,1,1,27,6,6,0,21,5,8,3,12,0,5,9,3,12.66666667,-3.12,Enrolled
9,1,1,14,5,7,0,24,5,11,2,10.5,0,5,14,1,11,-1.7,Enrolled
16,1,22,27,10,11,0,20,6,8,3,12.33333333,0,6,11,2,10.5,-1.7,Need Additional Support
16,1,13,1,6,10,0,18,6,7,5,12.2,0,6,7,5,12.2,1.74,Enrolled
4,1,13,14,10,10,0,30,6,6,0,0,0,6,6,0,0,2.02,Need Additional Support
16,1,13,27,10,10,0,22,7,10,6,11.5,0,7,8,6,13.16666667,2.02,Enrolled
9,3,22,14,10,9,0,21,9,9,9,10.88888889,3,10,18,10,11.61538462,1.74,Graduate
13,1,13,14,5,6,0,26,7,12,6,12.16666667,0,8,8,8,11.675,0.79,Need Additional Support
9,1,13,14,8,8,0,23,5,7,2,10,0,5,9,1,12,-3.12,Enrolled
5,1,13,27,6,10,0,18,6,6,6,12.66666667,0,6,6,6,12.16666667,-0.92,Graduate
5,1,1,27,6,10,0,21,6,9,5,11.4,0,6,8,5,12.2,-1.7,Need Additional Support
2,1,13,28,10,10,0,18,0,0,0,0,0,0,0,0,0,0.79,Need Additional Support
6,1,13,27,6,6,0,21,5,14,2,13,0,5,8,4,12,-3.12,Enrolled
16,1,23,28,8,8,0,18,6,8,5,13.4,0,6,7,5,12,0.32,Enrolled
16,1,22,27,6,10,0,19,6,6,6,13.5,0,6,8,5,12.8,-1.7,Need Additional Support
11,1,1,1,5,10,0,22,6,14,4,12.25,0,6,11,3,11.33333333,0.32,Enrolled
10,1,23,14,6,9,0,19,6,7,6,12.28571429,0,6,7,6,12.83333333,1.79,Graduate
6,1,23,27,10,9,0,19,5,12,0,0,0,5,8,0,0,-3.12,Need Additional Support
10,1,22,27,8,6,0,19,6,10,2,10.5,0,6,11,1,13,-3.12,Need Additional Support
